Typed Link Prediction: Decoder Comparison - 2025-10-19 00:11:50
================================================================================

R-GIN + DistMult Training History
============================================================

Best Validation AUC: 0.7254
Total Epochs Trained: 447
Early Stopping Best Score: 0.4753 (Hits@10 at epoch 367)

------------------------------------------------------------------------------------------
Epoch    Train Loss     Val AUC      Val H@1      Val H@5      Val H@10    
Best Validation AUC: 0.7557
Total Epochs Trained: 100
Early Stopping Best Score: 0.3748 (Hits@10 at epoch 99)

------------------------------------------------------------------------------------------
Epoch    Train Loss     Val AUC      Val H@1      Val H@5      Val H@10    
------------------------------------------------------------------------------------------
1        0.6948         0.5902       0.0920       0.1964       0.2732      
2        0.6914         0.5899       0.1006       0.1945       0.2742      
3        0.6840         0.5538       0.0740       0.1727       0.2562      
4        0.6668         0.5316       0.0626       0.1281       0.1850      
5        0.6449         0.5800       0.0361       0.0968       0.1556      
6        0.6450         0.5701       0.0626       0.1452       0.2068      
7        0.6466         0.5765       0.0712       0.1594       0.2068      
8        0.6443         0.5766       0.0607       0.1528       0.2097      
9        0.6404         0.5807       0.0436       0.1423       0.2078      
10       0.6364         0.5741       0.0550       0.1433       0.2078      
11       0.6274         0.5722       0.0493       0.1509       0.2192      
12       0.6206         0.5700       0.0484       0.1461       0.2097      
13       0.6142         0.5884       0.0645       0.1755       0.2505      
14       0.6066         0.6008       0.0550       0.1528       0.2391      
15       0.5956         0.6156       0.0731       0.1651       0.2476      
16       0.5885         0.6094       0.0712       0.1793       0.2448      
17       0.5864         0.6177       0.0674       0.1622       0.2438      
18       0.5782         0.6352       0.0598       0.1641       0.2524      
19       0.5778         0.6276       0.0446       0.1603       0.2419      
20       0.5695         0.6422       0.0579       0.1774       0.2581      
21       0.5786         0.6487       0.0474       0.1452       0.2391      
22       0.5664         0.6533       0.0588       0.1793       0.2666      
23       0.5703         0.6526       0.0674       0.1812       0.2751      
24       0.5679         0.6477       0.0626       0.1736       0.2657      
25       0.5580         0.6589       0.0683       0.1660       0.2770      
26       0.5540         0.6535       0.0636       0.1708       0.2865      
27       0.5512         0.6455       0.0674       0.1898       0.2799      
28       0.5537         0.6609       0.0693       0.1945       0.2884      
29       0.5467         0.6732       0.0607       0.1869       0.2837      
30       0.5643         0.6457       0.0531       0.1869       0.2818      
31       0.5526         0.6486       0.0617       0.1860       0.2998      
32       0.5516         0.6421       0.0655       0.1860       0.2808      
33       0.5494         0.6551       0.0617       0.1888       0.2913      
34       0.5427         0.6710       0.0560       0.1822       0.2875      
35       0.5452         0.6631       0.0522       0.1803       0.2884      
36       0.5340         0.6618       0.0588       0.1926       0.2979      
37       0.5290         0.6753       0.0712       0.1898       0.2808      
38       0.5384         0.6735       0.0531       0.1935       0.2941      
39       0.5375         0.6781       0.0683       0.1945       0.3008      
40       0.5339         0.6742       0.0626       0.1888       0.2998      
41       0.5356         0.6775       0.0636       0.2059       0.3083      
42       0.5265         0.6806       0.0683       0.1888       0.3065      
43       0.5293         0.6728       0.0721       0.2030       0.3055      
44       0.5244         0.6900       0.0731       0.2135       0.3121      
45       0.5337         0.6843       0.0702       0.1907       0.3140      
46       0.5241         0.6983       0.0854       0.2040       0.2951      
47       0.5304         0.6855       0.0674       0.1945       0.3027      
48       0.5229         0.6915       0.0702       0.1992       0.3055      
49       0.5288         0.6814       0.0655       0.1879       0.2941      
50       0.5248         0.6928       0.0721       0.1879       0.2865      
51       0.5162         0.6970       0.0674       0.1774       0.2941      
52       0.5204         0.6906       0.0721       0.2078       0.3169      
53       0.5276         0.6792       0.0645       0.1841       0.2970      
54       0.5146         0.7039       0.0655       0.1879       0.3036      
55       0.5240         0.6873       0.0664       0.2040       0.3055      
56       0.5164         0.6880       0.0778       0.2030       0.3188      
57       0.5182         0.6941       0.0588       0.1860       0.3065      
58       0.5211         0.7130       0.0645       0.1945       0.3102      
59       0.5147         0.7087       0.0740       0.2144       0.3216      
60       0.5227         0.6950       0.0588       0.1973       0.3140      
61       0.5170         0.7123       0.0693       0.2078       0.3169      
62       0.5117         0.7028       0.0655       0.1983       0.3292      
63       0.5156         0.7022       0.0693       0.1917       0.3027      
64       0.5107         0.6989       0.0636       0.2021       0.3188      
65       0.5093         0.6880       0.0740       0.2030       0.3178      
66       0.5183         0.7198       0.0778       0.2116       0.3292      
67       0.5198         0.7164       0.0740       0.2049       0.3093      
68       0.5073         0.7090       0.0740       0.2087       0.3216      
69       0.5081         0.6940       0.0683       0.2059       0.3216      
70       0.5195         0.6987       0.0702       0.2182       0.3292      
71       0.4997         0.7162       0.0750       0.2324       0.3501      
72       0.5003         0.7092       0.0750       0.2116       0.3330      
73       0.4962         0.7385       0.0797       0.2239       0.3425      
74       0.5047         0.7243       0.0778       0.2154       0.3425      
75       0.5134         0.7172       0.0721       0.2230       0.3368      
76       0.5076         0.7196       0.0882       0.2343       0.3425      
77       0.5108         0.7365       0.0693       0.2106       0.3397      
78       0.5093         0.7313       0.0787       0.2287       0.3454      
79       0.5126         0.7281       0.0825       0.2182       0.3378      
80       0.5039         0.7413       0.0825       0.2239       0.3567      
81       0.5033         0.7356       0.0702       0.2116       0.3510      
82       0.5007         0.7254       0.0797       0.2106       0.3520      
83       0.5062         0.7436       0.0844       0.2239       0.3520      
84       0.5048         0.7300       0.0787       0.2287       0.3615      
85       0.4970         0.7447       0.0797       0.2258       0.3491      
86       0.4972         0.7299       0.0863       0.2287       0.3482      
87       0.4890         0.7375       0.0816       0.2258       0.3349      
88       0.4939         0.7446       0.0816       0.2249       0.3558      
89       0.4986         0.7426       0.0920       0.2296       0.3558      
90       0.4923         0.7427       0.0930       0.2362       0.3482      
91       0.4994         0.7472       0.0759       0.2391       0.3529      
92       0.4901         0.7272       0.0835       0.2230       0.3378      
93       0.5008         0.7336       0.0835       0.2211       0.3558      
94       0.5025         0.7276       0.0825       0.2068       0.3311      
95       0.4984         0.7167       0.0787       0.2211       0.3472      
96       0.4974         0.7366       0.0882       0.2334       0.3577      
97       0.5054         0.7443       0.0854       0.2239       0.3463      
98       0.5036         0.7380       0.0731       0.2239       0.3738      
99       0.4970         0.7557       0.0977       0.2524       0.3748      
100      0.4940         0.7416       0.0844       0.2391       0.3710      

Best Validation Metrics Summary
============================================================
R-GIN + DistMult: AUC=0.7122 | H@1=0.0977 | H@5=0.3235 | H@10=0.4753 (epoch 367)
R-GIN + DotProduct: AUC=0.7557 | H@1=0.0977 | H@5=0.2524 | H@10=0.3748 (epoch 99)
